File,Channel,Nuclei,x,y,z,Value,FWHM,SNR,NSNR,Label
4,a594,7,617.004,606.41,27.489,3.05,2.655,18.636,2.42,1
4,a594,8,819.622,572.525,27.745,8.182,2.813,187.191,5.974,0
4,a594,8,777.176,616.285,23.634,4.725,2.478,57.529,4.432,0
4,a594,9,450.529,558.217,37.95,4.771,2.67,82.169,2.809,1
4,a594,10,413.57,594.992,33.309,7.988,2.925,72.211,4.464,1
4,a594,10,417.095,642.873,33.529,4.56,2.825,32.494,3.104,2
4,a594,10,404.395,641.124,33.532,4.081,2.538,66.238,2.786,2
4,a594,10,379.828,626.51,26.348,3.896,2.785,36.83,2.808,0
4,a594,11,955.878,641.39,25.96,7.396,2.882,103.186,6.978,1
4,a594,11,927.029,643.336,24.224,3.875,2.651,67.798,4.3,2
4,a594,12,34.053,714.198,24.168,3.776,2.917,55.599,4.06,2
4,a594,12,34.268,678.517,23.033,3.58,2.635,45.838,3.649,1
4,a594,13,366.582,716.61,23.86,9.645,2.852,70.316,7.004,1
4,a594,13,297.529,661.405,23.956,6.148,2.909,20.992,4.69,2
4,a594,13,298.101,657.851,22.112,3.854,2.653,19.209,4.054,2
4,a594,14,597,708,28,2.246,2.653,63.232,2.065,2
4,a594,14,578,709,28,2.487,2.845,18.134,2.207,1
4,a594,14,558.376,695.133,20.915,2.268,2.497,57.113,2.006,1
4,a594,15,693.727,715.223,28.043,5.073,2.736,53.575,3.802,1
4,a594,15,702.025,736.344,28.706,1.814,2.675,27.72,1.978,1
4,a594,16,430.142,777.819,24.806,4.528,2.664,43.98,4.415,1
4,a594,16,507,793,24,1.855,2.931,37.658,2.182,2
4,a594,16,442.6,776.23,21.958,3.372,2.466,25.226,3.216,1
4,a594,17,662.324,838.787,23.555,5.147,3.097,120.768,4.433,2
4,a594,18,156.028,869.134,22.08,8.448,2.815,82.773,8.571,2
4,a594,18,164.085,943.5,23.471,4.902,2.943,26.079,5.437,1
4,a594,19,593,936,24,3.643,2.772,32.95,4.765,2
4,a594,19,568,972,24,2.4,3.137,10.259,3.109,1
4,tmr,1,240.796,167.183,23.032,2.757,2.911,46.665,3.385,2
4,tmr,1,238.247,101.712,28.473,1.624,3.004,33.02,2.278,0
4,tmr,1,215.669,39.33,23.952,1.558,2.968,19.229,2.123,1
4,tmr,2,248.721,262.073,26.239,1.645,2.553,10.262,2.35,2
4,tmr,2,187.71,198.155,23.395,1.576,2.706,17.454,2.148,1
4,tmr,2,194.9,218.06,26.394,0.877,3.18,17.944,1.636,1
4,tmr,3,551.346,279.292,26.721,1.149,2.604,20.004,1.874,1
4,tmr,4,567.833,367.729,22.532,3.068,2.524,45.366,3.413,2
4,tmr,4,545.471,371.51,24.66,1.785,2.274,19.216,2.316,2
4,tmr,4,528.755,311.1,24.47,1.613,2.545,41.687,2.224,1
4,tmr,4,539.491,369.696,24.615,1.274,3.036,4.131,1.688,2
4,tmr,5,535.533,488.552,23.55,6.568,2.816,40.128,3.739,2
4,tmr,5,473.643,522.611,24.678,3.472,2.755,13.739,2.797,1
